usuario,genero,minutos_reproducidos
u31113,CienciaFiccion,293
u31114,Terror,363
u31115,Comedia,34
u31116,Terror,489
u31117,Drama,422
u31118,Drama,28
u31119,Terror,283
u31120,Animacion,216
u31121,Terror,429
u31122,Documental,233
u31123,Comedia,292
u31124,Animacion,420
u31125,Comedia,425
u31126,Drama,193
u31127,Comedia,185
u31128,CienciaFiccion,443
u31129,Comedia,334
u31130,Drama,89
u31131,Comedia,153
u31132,Comedia,416
u31133,Accion,118
u31134,Documental,186
u31135,Comedia,229
u31136,Drama,310
u31137,Animacion,276
u31138,Animacion,243
u31139,Animacion,394
u31140,Accion,158
u31141,Drama,430
u31142,Accion,458
u31143,Comedia,257
u31144,CienciaFiccion,111
u31145,Animacion,307
u31146,Drama,433
u31147,Accion,273
u31148,Drama,187
u31149,Comedia,171
u31150,Documental,308
u31151,Documental,288
u31152,Comedia,270
u31153,CienciaFiccion,224
u31154,Accion,76
u31155,Terror,89
u31156,Terror,364
u31157,Comedia,13
u31158,CienciaFiccion,490
u31159,Accion,345
u31160,Drama,140
u31161,Comedia,239
u31162,Documental,54
u31163,Terror,162
u31164,Drama,495
u31165,Accion,395
u31166,Documental,105
u31167,Terror,485
u31168,Documental,157
u31169,Documental,79
u31170,Comedia,413
u31171,Documental,220
u31172,Comedia,218
u31173,Accion,204
u31174,Romance,495
u31175,Romance,309
u31176,Accion,3
u31177,Romance,271
u31178,Terror,367
u31179,Comedia,334
u31180,CienciaFiccion,429
u31181,Documental,21
u31182,CienciaFiccion,319
u31183,Drama,434
u31184,Romance,22
u31185,Documental,441
u31186,Romance,432
u31187,Terror,223
u31188,CienciaFiccion,16
u31189,Romance,259
u31190,Accion,178
u31191,Terror,351
u31192,Terror,46
u31193,Animacion,85
u31194,Terror,500
u31195,Drama,34
u31196,Drama,138
u31197,Animacion,80
u31198,CienciaFiccion,419
u31199,Documental,184
u31200,Terror,442
u31201,Accion,164
u31202,Terror,151
u31203,Comedia,357
u31204,Comedia,241
u31205,Romance,386
u31206,Terror,183
u31207,Animacion,30
u31208,Documental,199
u31209,Terror,153
u31210,Documental,269
u31211,Romance,157
u31212,Comedia,90
u31213,Documental,376
u31214,Comedia,164
u31215,Romance,130
u31216,Documental,359
u31217,Terror,258
u31218,CienciaFiccion,255
u31219,Drama,213
u31220,Drama,275
u31221,Comedia,260
u31222,Terror,402
u31223,CienciaFiccion,455
u31224,Animacion,202
u31225,Animacion,178
u31226,CienciaFiccion,233
u31227,Animacion,6
u31228,Romance,307
u31229,Comedia,371
u31230,Terror,365
u31231,Romance,127
u31232,Animacion,236
u31233,Comedia,65
u31234,CienciaFiccion,435
u31235,Terror,215
u31236,Documental,281
u31237,Comedia,321
u31238,Drama,224
u31239,Romance,289
u31240,Accion,182
u31241,Documental,193
u31242,Comedia,451
u31243,Comedia,92
u31244,Terror,55
u31245,CienciaFiccion,92
u31246,Documental,273
u31247,Romance,276
u31248,Comedia,203
u31249,CienciaFiccion,392
u31250,Drama,489
u31251,Comedia,82
u31252,Documental,415
u31253,Comedia,31
u31254,Drama,488
u31255,Romance,402
u31256,Animacion,481
u31257,Drama,403
u31258,Comedia,385
u31259,Romance,496
u31260,Accion,167
u31261,CienciaFiccion,425
u31262,Romance,36
u31263,Accion,398
u31264,Terror,473
u31265,Comedia,476
u31266,Documental,93
u31267,Accion,467
u31268,Animacion,354
u31269,Accion,88
u31270,CienciaFiccion,249
u31271,Comedia,445
u31272,CienciaFiccion,314
u31273,Accion,89
u31274,Documental,27
u31275,Animacion,68
u31276,Romance,463
u31277,Accion,352
u31278,Documental,175
u31279,Documental,217
u31280,Accion,143
u31281,Animacion,394
u31282,Romance,373
u31283,Drama,432
u31284,Animacion,67
u31285,Romance,183
u31286,CienciaFiccion,84
u31287,Documental,452
u31288,Animacion,190
u31289,CienciaFiccion,365
u31290,Terror,461
u31291,CienciaFiccion,477
u31292,Animacion,442
u31293,Accion,405
u31294,CienciaFiccion,95
u31295,Terror,393
u31296,Comedia,309
u31297,Animacion,5
u31298,Accion,486
u31299,Terror,301
u31300,Animacion,255
u31301,Drama,366
u31302,Romance,461
u31303,Documental,477
u31304,Documental,240
u31305,Terror,271
u31306,Comedia,407
u31307,Romance,405
u31308,Comedia,39
u31309,CienciaFiccion,39
u31310,Drama,419
u31311,Drama,230
u31312,Terror,456
u31313,Drama,362
u31314,Animacion,97
u31315,Accion,147
u31316,Romance,74
u31317,Documental,8
u31318,Drama,453
u31319,Comedia,326
u31320,Terror,84
u31321,Accion,4
u31322,Drama,272
u31323,Accion,87
u31324,Comedia,169
u31325,Romance,438
u31326,Animacion,346
u31327,CienciaFiccion,205
u31328,Documental,57
u31329,Terror,418
u31330,Animacion,80
u31331,Animacion,278
u31332,Comedia,261
u31333,Documental,84
u31334,Animacion,165
u31335,Romance,158
u31336,CienciaFiccion,359
u31337,Documental,109
u31338,Comedia,287
u31339,Animacion,142
u31340,Romance,4
u31341,Romance,11
u31342,Comedia,126
u31343,Accion,201
u31344,CienciaFiccion,358
u31345,Terror,414
u31346,Drama,452
u31347,Romance,40
u31348,Comedia,191
u31349,Documental,494
u31350,Comedia,65
u31351,Animacion,24
u31352,Romance,239
u31353,CienciaFiccion,250
u31354,CienciaFiccion,368
u31355,Comedia,31
u31356,Comedia,457
u31357,CienciaFiccion,464
u31358,Documental,306
u31359,Documental,24
u31360,Drama,475
u31361,Animacion,306
u31362,Animacion,127
u31363,Documental,95
u31364,Terror,389
u31365,Accion,300
u31366,Documental,77
u31367,Animacion,402
u31368,Romance,175
u31369,Comedia,485
u31370,Animacion,233
u31371,Comedia,297
u31372,Romance,270
u31373,CienciaFiccion,358
u31374,CienciaFiccion,152
u31375,Drama,262
u31376,CienciaFiccion,351
u31377,Drama,20
u31378,Documental,36
u31379,Romance,54
u31380,Animacion,22
u31381,Accion,477
u31382,Drama,20
u31383,CienciaFiccion,222
u31384,Animacion,132
u31385,Documental,11
u31386,Drama,379
u31387,Drama,152
u31388,Animacion,64
u31389,Terror,387
u31390,Drama,478
u31391,Comedia,181
u31392,Drama,169
u31393,Drama,245
u31394,Romance,254
u31395,Documental,43
u31396,Accion,371
u31397,CienciaFiccion,410
u31398,Terror,64
u31399,CienciaFiccion,17
u31400,Animacion,174
u31401,Terror,418
u31402,Animacion,434
u31403,Comedia,260
u31404,Animacion,325
u31405,Terror,52
u31406,Accion,317
u31407,Accion,424
u31408,Animacion,480
u31409,Accion,414
u31410,Animacion,243
u31411,Romance,124
u31412,Drama,21
u31413,Drama,469
u31414,Comedia,12
u31415,Documental,499
u31416,Drama,483
u31417,Drama,108
u31418,Documental,240
u31419,Drama,111
u31420,Drama,466
u31421,Drama,213
u31422,Documental,418
u31423,Drama,169
u31424,Animacion,404
u31425,Romance,393
u31426,Accion,196
u31427,CienciaFiccion,224
u31428,CienciaFiccion,441
u31429,Drama,110
u31430,Comedia,453
u31431,Romance,268
u31432,Documental,95
u31433,CienciaFiccion,48
u31434,Animacion,18
u31435,Terror,138
u31436,Accion,49
u31437,Romance,187
u31438,Documental,305
u31439,Animacion,166
u31440,CienciaFiccion,188
u31441,Comedia,419
u31442,Accion,381
u31443,Animacion,154
u31444,CienciaFiccion,255
u31445,Drama,488
u31446,CienciaFiccion,341
u31447,Documental,63
u31448,Romance,168
u31449,Comedia,193
u31450,Comedia,181
u31451,Accion,435
u31452,Terror,47
u31453,Accion,25
u31454,Animacion,67
u31455,CienciaFiccion,147
u31456,Comedia,241
u31457,Terror,47
u31458,Comedia,382
u31459,Romance,469
u31460,Accion,124
u31461,Animacion,3
u31462,Terror,243
u31463,Animacion,104
u31464,Drama,359
u31465,Romance,15
u31466,Animacion,412
u31467,CienciaFiccion,422
u31468,Terror,9
u31469,CienciaFiccion,436
u31470,Animacion,410
u31471,Romance,489
u31472,Animacion,245
u31473,Comedia,1
u31474,Drama,343
u31475,Documental,453
u31476,Accion,325
u31477,Documental,288
u31478,Terror,248
u31479,Terror,317
u31480,Romance,327
u31481,Romance,140
u31482,Animacion,27
u31483,Drama,479
u31484,Accion,319
u31485,CienciaFiccion,127
u31486,Drama,91
u31487,Animacion,321
u31488,Comedia,343
u31489,Documental,205
u31490,Terror,349
u31491,Terror,316
u31492,Romance,434
u31493,Accion,469
u31494,CienciaFiccion,283
u31495,Comedia,374
u31496,Animacion,470
u31497,Accion,24
u31498,Drama,331
u31499,Animacion,239
u31500,Documental,26
u31501,Animacion,133
u31502,Comedia,83
u31503,Accion,349
u31504,Documental,497
u31505,Animacion,105
u31506,CienciaFiccion,200
u31507,Terror,276
u31508,Documental,118
u31509,Romance,75
u31510,Romance,409
u31511,Comedia,286
u31512,CienciaFiccion,365
u31513,Drama,74
u31514,Terror,152
u31515,Comedia,369
u31516,Documental,463
u31517,Drama,22
u31518,Animacion,301
u31519,Terror,476
u31520,Animacion,205
u31521,Comedia,493
u31522,Documental,118
u31523,CienciaFiccion,182
u31524,Terror,489
u31525,Documental,344
u31526,CienciaFiccion,404
u31527,Drama,359
u31528,Romance,76
u31529,Terror,355
u31530,Romance,264
u31531,Terror,481
u31532,Comedia,24
u31533,Romance,96
u31534,Terror,147
u31535,Comedia,189
u31536,Comedia,255
u31537,Romance,479
u31538,Romance,333
u31539,Animacion,48
u31540,Terror,93
u31541,Comedia,420
u31542,CienciaFiccion,363
u31543,Romance,290
u31544,Accion,410
u31545,Documental,46
u31546,Comedia,479
u31547,Romance,22
u31548,Documental,199
u31549,Animacion,325
u31550,Animacion,42
u31551,Accion,78
u31552,Drama,168
u31553,Romance,369
u31554,Romance,91
u31555,Romance,57
u31556,Drama,101
u31557,Romance,338
u31558,Romance,249
u31559,Terror,467
u31560,CienciaFiccion,431
u31561,Drama,145
u31562,Terror,399
u31563,Drama,273
u31564,Romance,454
u31565,Animacion,106
u31566,CienciaFiccion,375
u31567,CienciaFiccion,438
u31568,Accion,333
u31569,Comedia,135
u31570,Romance,68
u31571,Comedia,310
u31572,Terror,275
u31573,Comedia,484
u31574,Terror,218
u31575,Comedia,303
u31576,Romance,385
u31577,Romance,310
u31578,Drama,34
u31579,Accion,386
u31580,CienciaFiccion,295
u31581,Accion,118
u31582,Comedia,51
u31583,Accion,43
u31584,Romance,356
u31585,Terror,498
u31586,Romance,5
u31587,Terror,318
u31588,Drama,457
u31589,Documental,317
u31590,Documental,358
u31591,Romance,264
u31592,CienciaFiccion,382
u31593,Drama,469
u31594,CienciaFiccion,210
u31595,Drama,447
u31596,Accion,417
u31597,Documental,3
u31598,Terror,65
u31599,Animacion,478
u31600,Drama,61
u31601,Comedia,74
u31602,CienciaFiccion,137
u31603,Terror,110
u31604,Romance,450
u31605,Accion,121
u31606,CienciaFiccion,445
u31607,Comedia,177
u31608,Animacion,304
u31609,Terror,474
u31610,Terror,354
u31611,Comedia,306
u31612,Terror,299
u31613,Animacion,32
u31614,Documental,329
u31615,Accion,344
u31616,CienciaFiccion,13
u31617,Terror,457
u31618,Documental,144
u31619,Documental,259
u31620,CienciaFiccion,433
u31621,Documental,279
u31622,Comedia,286
u31623,Terror,58
u31624,Drama,319
u31625,Terror,312
u31626,Animacion,376
u31627,Romance,500
u31628,Comedia,175
u31629,Documental,161
u31630,Drama,130
u31631,Comedia,320
u31632,Documental,140
u31633,Accion,159
u31634,Animacion,483
u31635,Documental,224
u31636,CienciaFiccion,71
u31637,Romance,323
u31638,CienciaFiccion,10
u31639,Romance,195
u31640,Accion,233
u31641,Animacion,105
u31642,Terror,484
u31643,Documental,95
u31644,CienciaFiccion,71
u31645,Romance,406
u31646,Drama,430
u31647,CienciaFiccion,152
u31648,Drama,206
u31649,Documental,131
u31650,Accion,221
u31651,CienciaFiccion,350
u31652,CienciaFiccion,291
u31653,CienciaFiccion,353
u31654,Accion,249
u31655,Documental,77
u31656,Comedia,105
u31657,Comedia,121
u31658,Romance,50
u31659,Romance,250
u31660,Romance,494
u31661,Animacion,135
u31662,Documental,473
u31663,Accion,232
u31664,CienciaFiccion,275
u31665,Romance,442
u31666,Animacion,396
u31667,Drama,89
u31668,Romance,404
u31669,Terror,237
u31670,Accion,194
u31671,Accion,56
u31672,Drama,221
u31673,CienciaFiccion,393
u31674,Drama,406
u31675,Romance,217
u31676,Animacion,142
u31677,Drama,333
u31678,Drama,411
u31679,Documental,308
u31680,Drama,76
u31681,CienciaFiccion,17
u31682,Drama,274
u31683,Animacion,125
u31684,Accion,396
u31685,Animacion,236
u31686,Terror,43
u31687,Drama,117
u31688,Drama,10
u31689,Comedia,291
u31690,Documental,478
u31691,Terror,181
u31692,Animacion,403
u31693,CienciaFiccion,456
u31694,Accion,390
u31695,Comedia,472
u31696,CienciaFiccion,102
u31697,Comedia,222
u31698,Romance,44
u31699,Comedia,354
u31700,Animacion,148
u31701,Terror,346
u31702,Romance,444
u31703,Romance,280
u31704,Terror,285
u31705,Drama,319
u31706,Terror,235
u31707,Accion,476
u31708,Romance,379
u31709,Comedia,356
u31710,CienciaFiccion,85
u31711,CienciaFiccion,193
u31712,Drama,302
u31713,Documental,157
u31714,Animacion,147
u31715,Documental,452
u31716,Documental,390
u31717,Comedia,231
u31718,Drama,154
u31719,Drama,412
u31720,CienciaFiccion,120
u31721,Comedia,325
u31722,Comedia,256
u31723,Animacion,184
u31724,Romance,377
u31725,CienciaFiccion,280
u31726,Documental,170
u31727,Accion,261
u31728,CienciaFiccion,195
u31729,CienciaFiccion,37
u31730,Drama,340
u31731,Romance,50
u31732,Animacion,255
u31733,Accion,289
u31734,Accion,192
u31735,Comedia,69
u31736,Animacion,346
u31737,Animacion,72
u31738,Comedia,242
u31739,Documental,318
u31740,Accion,157
u31741,Romance,46
u31742,Documental,447
u31743,Comedia,276
u31744,Terror,301
u31745,Terror,131
u31746,Romance,164
u31747,Terror,372
u31748,Romance,371
u31749,Drama,124
u31750,CienciaFiccion,221
u31751,Drama,32
u31752,Animacion,217
u31753,Documental,277
u31754,Romance,201
u31755,Accion,106
u31756,Terror,161
u31757,Documental,434
u31758,Documental,365
u31759,CienciaFiccion,466
u31760,Accion,310
u31761,Terror,302
u31762,CienciaFiccion,126
u31763,Romance,6
u31764,Documental,199
u31765,Terror,308
u31766,Romance,200
u31767,Romance,348
u31768,Comedia,8
u31769,Documental,49
u31770,Comedia,196
u31771,Drama,163
u31772,CienciaFiccion,464
u31773,Documental,112
u31774,Comedia,236
u31775,Documental,120
u31776,Documental,25
u31777,Accion,477
u31778,CienciaFiccion,397
u31779,Romance,439
u31780,Documental,452
u31781,Accion,220
u31782,Animacion,480
u31783,Drama,497
u31784,Documental,423
u31785,Animacion,167
u31786,Romance,380
u31787,Animacion,146
u31788,CienciaFiccion,15
u31789,CienciaFiccion,74
u31790,CienciaFiccion,205
u31791,Drama,341
u31792,Romance,188
u31793,Romance,36
u31794,Comedia,181
u31795,Accion,484
u31796,Accion,351
u31797,CienciaFiccion,209
u31798,Documental,392
u31799,Documental,51
u31800,Animacion,246
u31801,Comedia,79
u31802,Accion,215
u31803,Documental,69
u31804,Comedia,85
u31805,Documental,208
u31806,Accion,81
u31807,CienciaFiccion,216
u31808,Terror,268
u31809,Romance,358
u31810,Drama,278
u31811,Terror,144
u31812,Accion,15
u31813,Documental,437
u31814,Animacion,204
u31815,Documental,423
u31816,Animacion,324
u31817,Animacion,164
u31818,Documental,27
u31819,Terror,356
u31820,Documental,36
u31821,Drama,472
u31822,Documental,175
u31823,Comedia,110
u31824,CienciaFiccion,348
u31825,Comedia,74
u31826,Romance,460
u31827,Animacion,497
u31828,Romance,419
u31829,Drama,42
u31830,Comedia,402
u31831,Terror,320
u31832,Romance,1
u31833,Drama,111
u31834,Drama,110
u31835,Romance,432
u31836,Romance,380
u31837,Accion,48
u31838,Comedia,77
u31839,Documental,342
u31840,Documental,408
u31841,Terror,243
u31842,Documental,127
u31843,Comedia,344
u31844,Comedia,36
u31845,Terror,396
u31846,Documental,171
u31847,Accion,426
u31848,Terror,81
u31849,Comedia,8
u31850,Animacion,51
u31851,Animacion,263
u31852,Animacion,385
u31853,CienciaFiccion,136
u31854,Terror,444
u31855,Animacion,146
u31856,Animacion,285
u31857,CienciaFiccion,247
u31858,Drama,57
u31859,Comedia,374
u31860,Documental,360
u31861,Terror,125
u31862,Accion,437
u31863,Documental,492
u31864,Drama,421
u31865,CienciaFiccion,403
u31866,Animacion,481
u31867,Romance,284
u31868,Drama,445
u31869,Comedia,352
u31870,Documental,274
u31871,Drama,415
u31872,Romance,30
u31873,CienciaFiccion,301
u31874,Romance,394
u31875,Comedia,403
u31876,Comedia,7
u31877,Animacion,462
u31878,Accion,329
u31879,CienciaFiccion,177
u31880,CienciaFiccion,483
u31881,Accion,440
u31882,Accion,330
u31883,Animacion,407
u31884,Terror,130
u31885,Comedia,131
u31886,Comedia,62
u31887,Terror,147
u31888,Drama,28
u31889,CienciaFiccion,167
u31890,Animacion,216
u31891,CienciaFiccion,216
u31892,Documental,116
u31893,CienciaFiccion,466
u31894,Documental,367
u31895,Accion,78
u31896,Documental,351
u31897,Terror,293
u31898,Animacion,481
u31899,Animacion,168
u31900,Drama,333
u31901,Documental,208
u31902,Terror,490
u31903,Terror,492
u31904,Accion,376
u31905,Drama,94
u31906,Drama,389
u31907,Terror,82
u31908,Comedia,482
u31909,Animacion,317
u31910,Accion,31
u31911,Romance,386
u31912,Documental,456
u31913,Animacion,24
u31914,Animacion,270
u31915,CienciaFiccion,280
u31916,Comedia,467
u31917,Terror,218
u31918,Animacion,257
u31919,CienciaFiccion,337
u31920,Romance,298
u31921,Drama,276
u31922,Documental,440
u31923,Comedia,109
u31924,CienciaFiccion,268
u31925,CienciaFiccion,23
u31926,Documental,246
u31927,Drama,142
u31928,Animacion,430
u31929,Animacion,148
u31930,Accion,40
u31931,Comedia,411
u31932,CienciaFiccion,58
u31933,Drama,489
u31934,CienciaFiccion,74
u31935,Terror,225
u31936,Animacion,170
u31937,Accion,273
u31938,Romance,419
u31939,Romance,43
u31940,Animacion,219
u31941,Accion,141
u31942,Animacion,486
u31943,Romance,97
u31944,Documental,175
u31945,Drama,267
u31946,Terror,148
u31947,Drama,309
u31948,Romance,116
u31949,Documental,191
u31950,Accion,256
u31951,Animacion,310
u31952,Drama,412
u31953,Terror,49
u31954,Romance,288
u31955,Drama,292
u31956,Romance,386
u31957,Terror,499
u31958,Drama,177
u31959,Accion,401
u31960,Animacion,95
u31961,CienciaFiccion,17
u31962,Comedia,72
u31963,CienciaFiccion,235
u31964,Animacion,123
u31965,Terror,384
u31966,Comedia,123
u31967,Accion,274
u31968,Terror,182
u31969,Comedia,459
u31970,Accion,401
u31971,Drama,465
u31972,Comedia,465
u31973,Romance,398
u31974,Documental,291
u31975,Animacion,89
u31976,Documental,187
u31977,CienciaFiccion,148
u31978,Drama,273
u31979,Documental,444
u31980,Comedia,54
u31981,Animacion,307
u31982,Romance,342
u31983,Romance,481
u31984,CienciaFiccion,31
u31985,Documental,20
u31986,Romance,407
u31987,Comedia,163
u31988,Drama,1
u31989,Romance,493
u31990,Terror,220
u31991,Animacion,471
u31992,Comedia,425
u31993,Accion,377
u31994,Accion,205
u31995,Drama,216
u31996,Comedia,140
u31997,Accion,332
u31998,Accion,361
u31999,Romance,65
u32000,CienciaFiccion,250
u32001,Terror,78
u32002,Accion,314
u32003,Drama,361
u32004,Animacion,128
u32005,Drama,477
u32006,Documental,388
u32007,CienciaFiccion,259
u32008,Comedia,230
u32009,CienciaFiccion,299
u32010,Comedia,460
u32011,Animacion,495
u32012,Documental,285
u32013,Drama,318
u32014,Romance,321
u32015,Accion,337
u32016,CienciaFiccion,12
u32017,Documental,311
u32018,Drama,453
u32019,Terror,53
u32020,Animacion,174
u32021,Comedia,58
u32022,Comedia,396
u32023,Drama,211
u32024,Comedia,279
u32025,Documental,422
u32026,Accion,366
u32027,Terror,278
u32028,Comedia,48
u32029,Accion,306
u32030,Drama,12
u32031,Animacion,433
u32032,Documental,409
u32033,Drama,191
u32034,Documental,5
u32035,Accion,258
u32036,Documental,101
u32037,Accion,73
u32038,Accion,32
u32039,Terror,132
u32040,Drama,31
u32041,Accion,152
u32042,CienciaFiccion,458
u32043,Drama,500
u32044,Comedia,24
u32045,Romance,496
u32046,Romance,52
u32047,CienciaFiccion,485
u32048,Drama,455
u32049,CienciaFiccion,164
u32050,CienciaFiccion,297
u32051,Comedia,427
u32052,CienciaFiccion,54
u32053,Terror,74
u32054,Drama,373
u32055,Drama,451
u32056,Accion,493
u32057,Comedia,70
u32058,Documental,252
u32059,CienciaFiccion,263
u32060,Animacion,27
u32061,CienciaFiccion,46
u32062,Drama,2
u32063,Drama,93
u32064,Terror,420
u32065,Drama,302
u32066,Animacion,170
u32067,Romance,198
u32068,Terror,144
u32069,Accion,351
u32070,Comedia,250
u32071,Terror,421
u32072,Drama,130
u32073,Comedia,329
u32074,Comedia,426
u32075,Comedia,298
u32076,Romance,51
u32077,Animacion,252
u32078,Accion,421
u32079,Drama,149
u32080,CienciaFiccion,71
u32081,CienciaFiccion,77
u32082,Documental,300
u32083,Documental,420
u32084,Romance,202
u32085,Documental,114
u32086,Romance,482
u32087,Documental,342
u32088,Drama,23
u32089,Animacion,376
u32090,Drama,254
u32091,Romance,207
u32092,Accion,6
u32093,Comedia,350
u32094,Comedia,242
u32095,Animacion,456
u32096,Documental,470
u32097,Romance,161
u32098,Accion,459
u32099,Accion,500
u32100,Drama,227
u32101,Documental,272
u32102,Drama,397
u32103,Accion,163
u32104,Comedia,110
u32105,Drama,449
u32106,Terror,168
u32107,Terror,290
u32108,Accion,359
u32109,Romance,421
u32110,Drama,393
u32111,Comedia,487
u32112,Animacion,321
u32113,Documental,153
u32114,Documental,279
u32115,Animacion,406
u32116,Romance,79
u32117,Accion,172
u32118,Drama,147
u32119,Documental,82
u32120,CienciaFiccion,191
u32121,Comedia,181
u32122,Drama,158
u32123,Documental,169
u32124,Terror,82
u32125,CienciaFiccion,419
u32126,Romance,40
u32127,Romance,267
u32128,Animacion,227
u32129,Documental,448
u32130,Animacion,24
u32131,Animacion,466
u32132,Documental,75
u32133,Animacion,489
u32134,Romance,102
u32135,Romance,443
u32136,Accion,81
u32137,Terror,76
u32138,Documental,491
u32139,Romance,480
u32140,Animacion,385
u32141,Drama,140
u32142,Animacion,258
u32143,Animacion,256
u32144,Comedia,456
u32145,Terror,47
u32146,CienciaFiccion,94
u32147,Documental,321
u32148,Romance,369
u32149,Drama,18
u32150,Accion,31
u32151,CienciaFiccion,307
u32152,Animacion,308
u32153,Romance,453
u32154,Documental,365
u32155,Romance,398
u32156,CienciaFiccion,256
u32157,Accion,441
u32158,Comedia,390
u32159,Romance,217
u32160,Animacion,140
u32161,Comedia,484
u32162,Accion,267
u32163,Accion,429
u32164,Comedia,167
u32165,Romance,330
u32166,CienciaFiccion,289
u32167,Drama,170
u32168,Romance,418
u32169,Documental,224
u32170,Animacion,175
u32171,Comedia,432
u32172,Documental,413
u32173,Documental,100
u32174,Romance,410
u32175,Comedia,170
u32176,CienciaFiccion,310
u32177,Drama,98
u32178,Romance,193
u32179,Animacion,472
u32180,Terror,64
u32181,Documental,273
u32182,Comedia,35
u32183,Animacion,358
u32184,Comedia,444
u32185,Drama,107
u32186,Animacion,79
u32187,Accion,301
u32188,Comedia,258
u32189,Accion,157
u32190,Drama,448
u32191,Romance,77
u32192,Terror,431
u32193,Terror,103
u32194,Documental,295
u32195,Romance,438
u32196,Comedia,475
u32197,CienciaFiccion,167
u32198,Romance,188
u32199,Terror,11
u32200,Drama,60
u32201,Drama,276
u32202,Romance,102
u32203,Comedia,159
u32204,Animacion,316
u32205,Animacion,312
u32206,Documental,301
u32207,CienciaFiccion,409
u32208,Animacion,101
u32209,CienciaFiccion,302
u32210,Romance,90
u32211,Animacion,431
u32212,Drama,105
u32213,Accion,170
u32214,CienciaFiccion,191
u32215,Accion,242
u32216,Drama,403
u32217,Romance,320
u32218,Comedia,447
u32219,Animacion,64
u32220,Accion,125
u32221,Terror,374
u32222,Romance,63
u32223,Drama,107
u32224,Comedia,5
u32225,CienciaFiccion,216
u32226,Comedia,369
u32227,CienciaFiccion,36
u32228,CienciaFiccion,430
u32229,Accion,209
u32230,Comedia,35
u32231,Romance,45
u32232,Terror,330
u32233,Animacion,9
u32234,Animacion,339
u32235,Accion,260
u32236,Romance,64
u32237,Drama,302
u32238,Drama,245
u32239,Documental,423
u32240,Comedia,14
u32241,Animacion,483
u32242,Animacion,4
u32243,Accion,247
u32244,Romance,447
u32245,Romance,278
u32246,Terror,217
u32247,Comedia,420
u32248,Drama,59
u32249,Comedia,13
u32250,Terror,176
u32251,Romance,247
u32252,Terror,43
u32253,Romance,459
u32254,Documental,236
u32255,Accion,126
u32256,Terror,338
u32257,Drama,302
u32258,Romance,174
u32259,Drama,386
u32260,Comedia,287
u32261,Animacion,71
u32262,Romance,432
u32263,Comedia,97
u32264,Comedia,248
u32265,Animacion,415
u32266,Comedia,481
u32267,CienciaFiccion,271
u32268,Comedia,273
u32269,Romance,193
u32270,Accion,374
u32271,Drama,307
u32272,CienciaFiccion,377
u32273,Accion,414
u32274,CienciaFiccion,155
u32275,Documental,121
u32276,Comedia,275
u32277,Documental,406
u32278,Terror,491
u32279,Documental,180
u32280,Accion,256
u32281,Documental,148
u32282,Comedia,40
u32283,CienciaFiccion,479
u32284,Documental,437
u32285,Comedia,248
u32286,Documental,458
u32287,CienciaFiccion,426
u32288,CienciaFiccion,350
u32289,Terror,107
u32290,Drama,242
u32291,Romance,195
u32292,Drama,396
u32293,Documental,110
u32294,Drama,256
u32295,Terror,212
u32296,Accion,336
u32297,Romance,53
u32298,Animacion,244
u32299,Accion,338
u32300,CienciaFiccion,189
u32301,Documental,462
u32302,Documental,255
u32303,Romance,206
u32304,Romance,153
u32305,Romance,300
u32306,Romance,300
u32307,Romance,263
u32308,Accion,460
u32309,Romance,338
u32310,Comedia,404
u32311,Documental,144
u32312,Terror,430
u32313,Accion,488
u32314,CienciaFiccion,358
u32315,Documental,194
u32316,Animacion,12
u32317,Animacion,33
u32318,Drama,378
u32319,Comedia,288
u32320,Documental,80
u32321,Drama,122
u32322,Documental,493
u32323,Accion,433
u32324,Romance,439
u32325,Documental,381
u32326,Drama,323
u32327,Drama,266
u32328,Terror,32
u32329,Romance,167
u32330,Comedia,241
u32331,Comedia,273
u32332,Animacion,130
u32333,Comedia,215
u32334,Accion,11
u32335,Comedia,470
u32336,Comedia,326
u32337,Terror,30
u32338,Documental,404
u32339,Comedia,208
u32340,Romance,384
u32341,CienciaFiccion,126
u32342,Romance,398
u32343,Documental,208
u32344,Romance,19
u32345,Accion,187
u32346,Terror,225
u32347,Romance,431
u32348,Animacion,183
u32349,CienciaFiccion,245
u32350,Comedia,320
u32351,CienciaFiccion,252
u32352,Drama,428
u32353,Terror,340
u32354,Drama,242
u32355,Romance,233
u32356,Drama,143
u32357,Documental,233
u32358,Terror,36
u32359,Comedia,261
u32360,Drama,147
u32361,Drama,245
u32362,Animacion,7
u32363,Animacion,338
u32364,Animacion,450
u32365,CienciaFiccion,71
u32366,Romance,20
u32367,Comedia,346
u32368,Accion,235
u32369,Romance,339
u32370,Accion,117
u32371,Romance,353
u32372,CienciaFiccion,285
u32373,Documental,374
u32374,Drama,93
u32375,Documental,33
u32376,Romance,402
u32377,Documental,41
u32378,Terror,205
u32379,CienciaFiccion,423
u32380,Comedia,349
u32381,Terror,100
u32382,Animacion,374
u32383,Comedia,104
u32384,Comedia,493
u32385,Comedia,269
u32386,Terror,486
u32387,Terror,357
u32388,Terror,457
u32389,Romance,72
u32390,Documental,433
u32391,Animacion,287
u32392,Romance,225
u32393,Accion,168
u32394,CienciaFiccion,308
u32395,Comedia,343
u32396,Accion,414
u32397,Animacion,163
u32398,Comedia,477
u32399,Romance,422
u32400,Romance,411
