usuario,genero,minutos_reproducidos
u04968,Drama,372
u04969,Romance,440
u04970,Romance,17
u04971,Accion,206
u04972,Romance,367
u04973,Drama,298
u04974,Accion,75
u04975,Documental,416
u04976,Comedia,303
u04977,Comedia,214
u04978,Terror,44
u04979,Accion,442
u04980,CienciaFiccion,167
u04981,Animacion,212
u04982,Accion,117
u04983,Comedia,161
u04984,Accion,456
u04985,CienciaFiccion,105
u04986,Comedia,112
u04987,Terror,364
u04988,Comedia,290
u04989,Comedia,484
u04990,Comedia,63
u04991,Accion,129
u04992,Terror,317
u04993,Comedia,362
u04994,Terror,27
u04995,Terror,29
u04996,Documental,190
u04997,CienciaFiccion,96
u04998,Animacion,379
u04999,Animacion,363
u05000,Documental,339
u05001,Documental,483
u05002,Documental,348
u05003,Terror,85
u05004,Accion,389
u05005,Comedia,261
u05006,Romance,132
u05007,Accion,96
u05008,CienciaFiccion,16
u05009,Animacion,355
u05010,Drama,422
u05011,Comedia,391
u05012,Drama,167
u05013,Documental,68
u05014,Comedia,485
u05015,CienciaFiccion,240
u05016,Accion,57
u05017,CienciaFiccion,33
u05018,Comedia,126
u05019,CienciaFiccion,456
u05020,Terror,478
u05021,Comedia,62
u05022,Romance,199
u05023,CienciaFiccion,436
u05024,Animacion,224
u05025,Accion,51
u05026,CienciaFiccion,430
u05027,Romance,441
u05028,Terror,416
u05029,Romance,355
u05030,Terror,481
u05031,Drama,381
u05032,CienciaFiccion,429
u05033,Terror,328
u05034,Animacion,406
u05035,Romance,14
u05036,Accion,352
u05037,Drama,206
u05038,Accion,232
u05039,Drama,85
u05040,Romance,329
u05041,Terror,409
u05042,Accion,169
u05043,Romance,4
u05044,Documental,127
u05045,Terror,96
u05046,Comedia,17
u05047,Documental,328
u05048,Drama,264
u05049,CienciaFiccion,290
u05050,CienciaFiccion,108
u05051,CienciaFiccion,276
u05052,CienciaFiccion,4
u05053,Drama,220
u05054,Animacion,341
u05055,Terror,237
u05056,Animacion,492
u05057,Terror,256
u05058,Documental,309
u05059,Drama,70
u05060,Accion,34
u05061,CienciaFiccion,195
u05062,Animacion,451
u05063,Comedia,371
u05064,CienciaFiccion,45
u05065,Animacion,246
u05066,Accion,98
u05067,Documental,315
u05068,CienciaFiccion,65
u05069,Terror,50
u05070,Romance,102
u05071,Comedia,376
u05072,Terror,414
u05073,Drama,288
u05074,Accion,381
u05075,Accion,362
u05076,Terror,367
u05077,Documental,329
u05078,Romance,180
u05079,CienciaFiccion,313
u05080,Romance,66
u05081,Animacion,441
u05082,Romance,285
u05083,Romance,123
u05084,CienciaFiccion,164
u05085,Comedia,270
u05086,Terror,317
u05087,Romance,262
u05088,Animacion,44
u05089,Comedia,124
u05090,Documental,66
u05091,Romance,40
u05092,Terror,257
u05093,Accion,402
u05094,Documental,206
u05095,Accion,444
u05096,Drama,141
u05097,Documental,355
u05098,CienciaFiccion,134
u05099,Terror,417
u05100,Accion,49
u05101,CienciaFiccion,15
u05102,Accion,440
u05103,Terror,177
u05104,Comedia,115
u05105,Documental,251
u05106,Terror,88
u05107,Animacion,142
u05108,Romance,290
u05109,Documental,378
u05110,Comedia,284
u05111,Documental,335
u05112,Animacion,322
u05113,Drama,9
u05114,Documental,261
u05115,Comedia,237
u05116,Animacion,226
u05117,Drama,383
u05118,Accion,296
u05119,Romance,424
u05120,Documental,343
u05121,Comedia,111
u05122,Documental,389
u05123,CienciaFiccion,380
u05124,Accion,455
u05125,Terror,209
u05126,Documental,133
u05127,Documental,7
u05128,Romance,119
u05129,Accion,63
u05130,Comedia,471
u05131,Romance,190
u05132,Accion,406
u05133,CienciaFiccion,430
u05134,Drama,405
u05135,Documental,195
u05136,Terror,13
u05137,Documental,165
u05138,CienciaFiccion,440
u05139,Romance,201
u05140,Romance,388
u05141,Romance,195
u05142,CienciaFiccion,446
u05143,Animacion,337
u05144,Animacion,38
u05145,CienciaFiccion,410
u05146,Romance,401
u05147,Romance,444
u05148,Romance,157
u05149,Documental,169
u05150,Animacion,437
u05151,CienciaFiccion,490
u05152,Animacion,363
u05153,Comedia,347
u05154,Documental,468
u05155,Comedia,24
u05156,Accion,129
u05157,Terror,357
u05158,Accion,1
u05159,CienciaFiccion,18
u05160,Documental,451
u05161,Documental,125
u05162,Terror,136
u05163,Animacion,84
u05164,Terror,114
u05165,Drama,301
u05166,Terror,218
u05167,Animacion,63
u05168,Accion,295
u05169,Terror,311
u05170,Comedia,422
u05171,Documental,156
u05172,CienciaFiccion,462
u05173,Documental,196
u05174,Accion,59
u05175,Comedia,435
u05176,Accion,453
u05177,Comedia,71
u05178,Animacion,226
u05179,CienciaFiccion,228
u05180,Animacion,289
u05181,Documental,83
u05182,Documental,262
u05183,Animacion,100
u05184,CienciaFiccion,88
u05185,Animacion,258
u05186,Terror,226
u05187,CienciaFiccion,248
u05188,Comedia,482
u05189,Terror,416
u05190,Terror,35
u05191,Drama,314
u05192,Accion,436
u05193,CienciaFiccion,353
u05194,Documental,490
u05195,Animacion,79
u05196,Accion,244
u05197,Animacion,19
u05198,Documental,176
u05199,Romance,225
u05200,Drama,335
u05201,Terror,470
u05202,Romance,141
u05203,Comedia,22
u05204,Drama,153
u05205,Accion,247
u05206,Animacion,497
u05207,Comedia,283
u05208,Documental,255
u05209,Animacion,184
u05210,Drama,140
u05211,CienciaFiccion,79
u05212,Drama,338
u05213,Romance,319
u05214,Documental,159
u05215,Terror,490
u05216,Romance,305
u05217,Documental,477
u05218,Drama,196
u05219,Accion,152
u05220,Drama,496
u05221,Animacion,305
u05222,Drama,149
u05223,Animacion,378
u05224,Romance,177
u05225,CienciaFiccion,324
u05226,Animacion,180
u05227,Documental,17
u05228,Romance,327
u05229,Animacion,498
u05230,Accion,307
u05231,CienciaFiccion,151
u05232,Documental,288
u05233,Comedia,159
u05234,Drama,202
u05235,Animacion,48
u05236,Documental,23
u05237,Romance,494
u05238,Animacion,178
u05239,CienciaFiccion,146
u05240,Documental,184
u05241,Documental,428
u05242,Comedia,161
u05243,Terror,488
u05244,Documental,488
u05245,CienciaFiccion,364
u05246,Terror,290
u05247,Comedia,498
u05248,Accion,266
u05249,Romance,17
u05250,Comedia,336
u05251,Accion,377
u05252,Documental,247
u05253,Drama,247
u05254,Documental,156
u05255,CienciaFiccion,201
u05256,Terror,253
u05257,CienciaFiccion,70
u05258,CienciaFiccion,182
u05259,Accion,1
u05260,CienciaFiccion,3
u05261,Animacion,296
u05262,CienciaFiccion,403
u05263,CienciaFiccion,272
u05264,Drama,130
u05265,Accion,333
u05266,Drama,271
u05267,Comedia,490
u05268,Documental,385
u05269,CienciaFiccion,14
u05270,Accion,80
u05271,Animacion,320
u05272,CienciaFiccion,104
u05273,Accion,454
u05274,Terror,211
u05275,Romance,322
u05276,Documental,143
u05277,Romance,451
u05278,CienciaFiccion,8
u05279,Romance,221
u05280,Romance,237
u05281,Terror,450
u05282,Accion,243
u05283,Comedia,284
u05284,Drama,462
u05285,Comedia,188
u05286,Terror,227
u05287,Drama,485
u05288,Romance,391
u05289,Drama,240
u05290,Accion,460
u05291,Documental,457
u05292,Accion,96
u05293,Romance,58
u05294,Comedia,198
u05295,CienciaFiccion,404
u05296,Comedia,4
u05297,Accion,108
u05298,Terror,490
u05299,Drama,157
u05300,Romance,394
u05301,CienciaFiccion,491
u05302,Animacion,140
u05303,Terror,190
u05304,Documental,372
u05305,Comedia,117
u05306,Accion,216
u05307,Accion,303
u05308,Terror,110
u05309,CienciaFiccion,102
u05310,Accion,268
u05311,Drama,364
u05312,Documental,294
u05313,Accion,282
u05314,Animacion,145
u05315,Terror,367
u05316,Animacion,64
u05317,Animacion,19
u05318,Romance,4
u05319,CienciaFiccion,280
u05320,CienciaFiccion,259
u05321,Comedia,147
u05322,CienciaFiccion,197
u05323,Comedia,61
u05324,Accion,409
u05325,Drama,31
u05326,CienciaFiccion,470
u05327,Documental,336
u05328,Documental,194
u05329,Documental,296
u05330,Accion,495
u05331,Animacion,196
u05332,Comedia,491
u05333,Comedia,279
u05334,CienciaFiccion,334
u05335,CienciaFiccion,394
u05336,Romance,372
u05337,Romance,138
u05338,Animacion,1
u05339,Drama,104
u05340,Drama,54
u05341,Drama,78
u05342,Animacion,383
u05343,Drama,455
u05344,Animacion,313
u05345,Accion,206
u05346,Comedia,24
u05347,Drama,127
u05348,CienciaFiccion,360
u05349,Terror,290
u05350,Comedia,390
u05351,Accion,154
u05352,CienciaFiccion,169
u05353,Documental,135
u05354,Documental,418
u05355,Accion,469
u05356,Terror,92
u05357,Terror,253
u05358,Terror,273
u05359,Accion,303
u05360,Documental,340
u05361,Romance,48
u05362,Drama,118
u05363,Terror,244
u05364,Drama,69
u05365,Comedia,341
u05366,CienciaFiccion,475
u05367,CienciaFiccion,60
u05368,Documental,427
u05369,CienciaFiccion,344
u05370,Romance,378
u05371,Animacion,294
u05372,Romance,262
u05373,Terror,296
u05374,Drama,260
u05375,Animacion,417
u05376,Accion,401
u05377,Documental,158
u05378,Documental,332
u05379,Terror,405
u05380,Terror,155
u05381,Romance,175
u05382,Comedia,402
u05383,Accion,83
u05384,CienciaFiccion,233
u05385,Animacion,327
u05386,Drama,319
u05387,CienciaFiccion,302
u05388,Animacion,263
u05389,Terror,276
u05390,Documental,211
u05391,Animacion,14
u05392,Terror,76
u05393,Romance,235
u05394,Romance,421
u05395,Accion,138
u05396,Documental,144
u05397,Terror,347
u05398,Terror,174
u05399,Comedia,347
u05400,CienciaFiccion,481
u05401,Comedia,266
u05402,CienciaFiccion,277
u05403,Accion,473
u05404,Terror,254
u05405,Documental,29
u05406,Romance,351
u05407,Accion,187
u05408,Drama,322
u05409,Documental,269
u05410,Accion,12
u05411,Terror,400
u05412,CienciaFiccion,75
u05413,Drama,351
u05414,Comedia,465
u05415,Accion,468
u05416,Documental,499
u05417,Animacion,363
u05418,Animacion,180
u05419,Drama,330
u05420,Documental,220
u05421,Drama,26
u05422,CienciaFiccion,443
u05423,Animacion,81
u05424,Animacion,45
u05425,Romance,477
u05426,Animacion,490
u05427,Comedia,470
u05428,Romance,420
u05429,Documental,295
u05430,Terror,137
u05431,Comedia,183
u05432,Drama,280
u05433,Animacion,283
u05434,Terror,197
u05435,Terror,294
u05436,Accion,155
u05437,Documental,347
u05438,Romance,96
u05439,Accion,147
u05440,Animacion,318
u05441,Romance,151
u05442,CienciaFiccion,244
u05443,Accion,382
u05444,Animacion,138
u05445,Comedia,273
u05446,Accion,257
u05447,Accion,99
u05448,Terror,101
u05449,Terror,85
u05450,Drama,368
u05451,Drama,75
u05452,Accion,385
u05453,Comedia,433
u05454,CienciaFiccion,297
u05455,Terror,144
u05456,Animacion,16
u05457,Animacion,151
u05458,CienciaFiccion,217
u05459,Romance,152
u05460,Accion,128
u05461,Accion,180
u05462,Animacion,343
u05463,Comedia,283
u05464,Comedia,375
u05465,Terror,408
u05466,Romance,172
u05467,Drama,450
u05468,Documental,479
u05469,Comedia,417
u05470,CienciaFiccion,55
u05471,Romance,129
u05472,Terror,166
u05473,Romance,263
u05474,CienciaFiccion,15
u05475,Terror,89
u05476,Animacion,432
u05477,Romance,331
u05478,Accion,248
u05479,Accion,280
u05480,Accion,316
u05481,CienciaFiccion,81
u05482,Animacion,24
u05483,Terror,364
u05484,CienciaFiccion,132
u05485,CienciaFiccion,66
u05486,Terror,229
u05487,Accion,187
u05488,Drama,32
u05489,Animacion,242
u05490,Accion,348
u05491,Romance,294
u05492,Drama,147
u05493,Animacion,256
u05494,Terror,179
u05495,Accion,6
u05496,Terror,332
u05497,Documental,133
u05498,Romance,262
u05499,Documental,193
u05500,Documental,428
u05501,Comedia,158
u05502,CienciaFiccion,49
u05503,Drama,467
u05504,Romance,157
u05505,Documental,153
u05506,Terror,131
u05507,Drama,405
u05508,Documental,18
u05509,Accion,230
u05510,Comedia,198
u05511,Romance,79
u05512,Accion,471
u05513,Documental,168
u05514,Animacion,200
u05515,Documental,78
u05516,CienciaFiccion,476
u05517,Romance,135
u05518,Romance,120
u05519,Documental,390
u05520,Drama,127
u05521,Comedia,478
u05522,Accion,315
u05523,CienciaFiccion,362
u05524,Romance,16
u05525,Animacion,421
u05526,CienciaFiccion,108
u05527,Terror,193
u05528,Accion,451
u05529,Drama,480
u05530,Documental,315
u05531,Drama,25
u05532,CienciaFiccion,54
u05533,Accion,117
u05534,Accion,400
u05535,Animacion,194
u05536,CienciaFiccion,465
u05537,CienciaFiccion,160
u05538,Romance,419
u05539,CienciaFiccion,224
u05540,Comedia,265
u05541,CienciaFiccion,206
u05542,Animacion,104
u05543,Drama,296
u05544,Animacion,398
u05545,Comedia,331
u05546,Drama,417
u05547,Romance,172
u05548,Drama,288
u05549,Animacion,498
u05550,Accion,223
u05551,Accion,385
u05552,Accion,492
u05553,Terror,308
u05554,Comedia,22
u05555,Animacion,132
u05556,Comedia,104
u05557,Accion,468
u05558,Terror,160
u05559,Drama,451
u05560,Drama,107
u05561,Animacion,444
u05562,Terror,272
u05563,Drama,370
u05564,Terror,438
u05565,Animacion,420
u05566,Accion,289
u05567,Documental,343
u05568,Romance,394
u05569,CienciaFiccion,483
u05570,Accion,472
u05571,Drama,283
u05572,Animacion,360
u05573,Drama,393
u05574,Documental,499
u05575,Accion,201
u05576,Animacion,499
u05577,Terror,138
u05578,Animacion,83
u05579,Animacion,393
u05580,Drama,137
u05581,Accion,64
u05582,Documental,277
u05583,Terror,430
u05584,Terror,127
u05585,Animacion,85
u05586,Accion,158
u05587,Documental,153
u05588,Accion,138
u05589,Accion,382
u05590,Romance,427
u05591,Comedia,217
u05592,Terror,379
u05593,Accion,368
u05594,Drama,33
u05595,Terror,144
u05596,Documental,483
u05597,Animacion,25
u05598,Terror,70
u05599,Romance,459
u05600,Romance,344
u05601,Documental,67
u05602,Romance,346
u05603,Romance,37
u05604,Drama,67
u05605,Drama,202
u05606,Comedia,140
u05607,Terror,35
u05608,Documental,302
u05609,Terror,58
u05610,Comedia,163
u05611,CienciaFiccion,128
u05612,Documental,32
u05613,Documental,368
u05614,CienciaFiccion,183
u05615,Romance,6
u05616,Drama,21
u05617,Drama,323
u05618,CienciaFiccion,340
u05619,Documental,198
u05620,Accion,480
u05621,Romance,160
u05622,Terror,258
u05623,Drama,197
u05624,Animacion,334
u05625,Accion,286
u05626,Comedia,362
u05627,Comedia,147
u05628,CienciaFiccion,156
u05629,Comedia,260
u05630,Romance,338
u05631,Accion,285
u05632,Drama,306
u05633,Terror,41
u05634,Animacion,214
u05635,Romance,340
u05636,Animacion,230
u05637,Terror,398
u05638,Animacion,258
u05639,Animacion,336
u05640,Drama,183
u05641,Comedia,154
u05642,Drama,256
u05643,Documental,265
u05644,Drama,299
u05645,Accion,266
u05646,CienciaFiccion,71
u05647,Comedia,241
u05648,Animacion,364
u05649,CienciaFiccion,446
u05650,Animacion,139
u05651,Accion,152
u05652,Accion,289
u05653,CienciaFiccion,341
u05654,Drama,194
u05655,Animacion,230
u05656,Documental,460
u05657,Comedia,306
u05658,Drama,209
u05659,CienciaFiccion,340
u05660,Accion,229
u05661,Documental,35
u05662,Documental,152
u05663,Documental,89
u05664,Romance,413
u05665,Romance,389
u05666,Drama,136
u05667,Accion,231
u05668,Accion,33
u05669,CienciaFiccion,69
u05670,Comedia,46
u05671,Documental,112
u05672,CienciaFiccion,399
u05673,Accion,271
u05674,Accion,58
u05675,CienciaFiccion,99
u05676,Accion,493
u05677,Terror,468
u05678,Romance,142
u05679,Animacion,449
u05680,Comedia,392
u05681,Documental,164
u05682,Drama,421
u05683,Drama,72
u05684,Animacion,173
u05685,CienciaFiccion,142
u05686,Comedia,200
u05687,CienciaFiccion,87
u05688,Romance,172
u05689,Romance,52
u05690,Drama,446
u05691,Documental,399
u05692,CienciaFiccion,396
u05693,Romance,427
u05694,Comedia,308
u05695,Documental,441
u05696,CienciaFiccion,485
u05697,Romance,151
u05698,CienciaFiccion,297
u05699,Drama,7
u05700,Drama,440
u05701,Drama,447
u05702,Accion,136
u05703,Accion,95
u05704,Documental,12
u05705,Romance,361
u05706,Documental,426
u05707,Terror,451
u05708,Animacion,134
u05709,CienciaFiccion,253
u05710,Accion,74
u05711,Comedia,166
u05712,Romance,386
u05713,Comedia,223
u05714,Documental,38
u05715,CienciaFiccion,344
u05716,Accion,203
u05717,Animacion,271
u05718,CienciaFiccion,434
u05719,Comedia,193
u05720,Accion,316
u05721,Terror,382
u05722,CienciaFiccion,384
u05723,Documental,36
u05724,Documental,413
u05725,Documental,365
u05726,Drama,310
u05727,Accion,443
u05728,Accion,254
u05729,CienciaFiccion,453
u05730,Documental,293
u05731,CienciaFiccion,293
u05732,Terror,462
u05733,Accion,107
u05734,Accion,446
u05735,Romance,1
u05736,Drama,204
u05737,Romance,97
u05738,Drama,434
u05739,Terror,198
u05740,Accion,418
u05741,Terror,319
u05742,Comedia,3
u05743,Animacion,270
u05744,Comedia,420
u05745,Drama,184
u05746,Romance,363
u05747,Documental,89
u05748,Animacion,479
u05749,Comedia,197
u05750,Drama,218
u05751,Drama,371
u05752,CienciaFiccion,433
u05753,CienciaFiccion,251
u05754,CienciaFiccion,344
u05755,Drama,42
u05756,Animacion,320
u05757,Comedia,367
u05758,Terror,337
u05759,Animacion,320
u05760,Animacion,47
u05761,Accion,471
u05762,Animacion,346
u05763,CienciaFiccion,138
u05764,Romance,67
u05765,Drama,431
u05766,Drama,372
u05767,Comedia,219
u05768,Comedia,180
u05769,Romance,187
u05770,CienciaFiccion,469
u05771,CienciaFiccion,235
u05772,CienciaFiccion,418
u05773,Drama,396
u05774,Accion,264
u05775,Romance,362
u05776,Comedia,336
u05777,Comedia,202
u05778,Drama,381
u05779,Animacion,88
u05780,Animacion,205
u05781,Comedia,262
u05782,Romance,469
u05783,Comedia,395
u05784,Romance,414
u05785,Drama,450
u05786,Accion,92
u05787,Drama,138
u05788,Romance,272
u05789,CienciaFiccion,106
u05790,Documental,439
u05791,Romance,246
u05792,Accion,308
u05793,Animacion,2
u05794,Documental,497
u05795,CienciaFiccion,364
u05796,CienciaFiccion,466
u05797,Terror,488
u05798,Terror,1
u05799,Drama,411
u05800,Drama,382
u05801,Comedia,426
u05802,Romance,372
u05803,Documental,186
u05804,Drama,105
u05805,Romance,168
u05806,Documental,271
u05807,Drama,26
u05808,Comedia,309
u05809,Animacion,216
u05810,Documental,380
u05811,Terror,482
u05812,Accion,199
u05813,Accion,164
u05814,Animacion,452
u05815,Romance,126
u05816,Accion,423
u05817,Romance,342
u05818,Documental,255
u05819,Romance,353
u05820,Drama,246
u05821,Comedia,389
u05822,Terror,115
u05823,CienciaFiccion,427
u05824,Animacion,420
u05825,Drama,277
u05826,Drama,322
u05827,Animacion,481
u05828,Accion,246
u05829,Accion,52
u05830,Drama,6
u05831,CienciaFiccion,192
u05832,Accion,328
u05833,Comedia,230
u05834,CienciaFiccion,81
u05835,Accion,103
u05836,CienciaFiccion,257
u05837,Drama,305
u05838,Comedia,145
u05839,Comedia,173
u05840,Drama,159
u05841,CienciaFiccion,223
u05842,Comedia,473
u05843,Comedia,469
u05844,Comedia,239
u05845,Terror,307
u05846,CienciaFiccion,217
u05847,Accion,77
u05848,CienciaFiccion,220
u05849,Terror,446
u05850,Animacion,13
u05851,Romance,437
u05852,Documental,114
u05853,Comedia,65
u05854,Documental,454
u05855,Drama,264
u05856,Romance,451
u05857,Romance,50
u05858,Accion,341
u05859,Documental,463
u05860,Documental,177
u05861,Accion,360
u05862,Comedia,318
u05863,Drama,153
u05864,Terror,99
u05865,Romance,153
u05866,Accion,27
u05867,CienciaFiccion,476
u05868,Romance,120
u05869,Accion,286
u05870,Terror,425
u05871,Terror,56
u05872,Terror,339
u05873,Terror,121
u05874,Comedia,225
u05875,Documental,158
u05876,Animacion,8
u05877,Drama,108
u05878,Comedia,434
u05879,Comedia,326
u05880,Animacion,460
u05881,Romance,269
u05882,Animacion,73
u05883,Romance,215
u05884,Romance,345
u05885,Animacion,293
u05886,Terror,234
u05887,Accion,497
u05888,Accion,133
u05889,Documental,485
u05890,CienciaFiccion,220
u05891,Drama,331
u05892,Documental,494
u05893,Terror,383
u05894,Terror,260
u05895,Romance,17
u05896,Romance,309
u05897,Romance,341
u05898,Terror,485
u05899,Animacion,374
u05900,Drama,28
u05901,Accion,384
u05902,Accion,362
u05903,Animacion,252
u05904,Comedia,256
u05905,Accion,365
u05906,Romance,111
u05907,Romance,189
u05908,Comedia,16
u05909,Drama,172
u05910,Accion,75
u05911,Terror,74
u05912,Animacion,419
u05913,Terror,22
u05914,Terror,242
u05915,Documental,343
u05916,CienciaFiccion,330
u05917,Terror,85
u05918,Romance,88
u05919,Drama,472
u05920,Romance,231
u05921,Accion,150
u05922,Comedia,237
u05923,Animacion,193
u05924,CienciaFiccion,145
u05925,Romance,36
u05926,Comedia,458
u05927,Documental,359
u05928,Terror,54
u05929,Documental,317
u05930,Comedia,341
u05931,Accion,444
u05932,Animacion,372
u05933,Drama,77
u05934,Romance,402
u05935,Documental,288
u05936,Animacion,442
u05937,Romance,373
u05938,Comedia,310
u05939,CienciaFiccion,106
u05940,Terror,407
u05941,Romance,290
u05942,Romance,190
u05943,Comedia,15
u05944,Documental,127
u05945,Animacion,385
u05946,Documental,13
u05947,Drama,308
u05948,Terror,130
u05949,Drama,425
u05950,CienciaFiccion,318
u05951,Accion,310
u05952,Accion,290
u05953,Documental,475
u05954,Comedia,419
u05955,Drama,171
u05956,CienciaFiccion,499
u05957,Animacion,373
u05958,CienciaFiccion,247
u05959,Animacion,224
u05960,Comedia,347
u05961,Animacion,353
u05962,Documental,203
u05963,Accion,249
u05964,Terror,225
u05965,Drama,258
u05966,Documental,297
u05967,Terror,25
u05968,Romance,184
u05969,Documental,323
u05970,CienciaFiccion,373
u05971,Accion,52
u05972,Documental,490
u05973,Documental,346
u05974,Documental,356
u05975,Accion,381
u05976,Documental,218
u05977,Accion,165
u05978,Documental,295
u05979,Romance,478
u05980,Documental,273
u05981,Romance,96
u05982,Documental,178
u05983,Animacion,166
u05984,Drama,81
u05985,Drama,397
u05986,Animacion,185
u05987,Terror,415
u05988,Accion,115
u05989,Romance,351
u05990,Documental,318
u05991,Animacion,498
u05992,Documental,204
u05993,Terror,133
u05994,Drama,399
u05995,Drama,233
u05996,Drama,241
u05997,Animacion,287
u05998,Animacion,394
u05999,Documental,469
u06000,CienciaFiccion,434
u06001,CienciaFiccion,165
u06002,CienciaFiccion,123
u06003,CienciaFiccion,449
u06004,Terror,226
u06005,CienciaFiccion,466
u06006,Romance,356
u06007,Terror,81
u06008,Comedia,276
u06009,Animacion,299
u06010,CienciaFiccion,488
u06011,Terror,255
u06012,CienciaFiccion,215
u06013,Drama,81
u06014,Comedia,144
u06015,Comedia,129
u06016,Terror,326
u06017,Accion,282
u06018,Comedia,461
u06019,Comedia,360
u06020,Animacion,476
u06021,Terror,486
u06022,Animacion,47
u06023,Drama,456
u06024,Documental,47
u06025,Romance,316
u06026,Documental,325
u06027,Romance,482
u06028,Documental,262
u06029,Drama,103
u06030,Documental,250
u06031,Drama,119
u06032,Documental,226
u06033,Romance,183
u06034,Terror,371
u06035,Animacion,411
u06036,Terror,159
u06037,Animacion,72
u06038,Documental,172
u06039,Drama,272
u06040,Comedia,118
u06041,Terror,90
u06042,Documental,24
u06043,CienciaFiccion,268
u06044,Comedia,9
u06045,Accion,157
u06046,Accion,290
u06047,Animacion,322
u06048,Comedia,286
u06049,Comedia,246
u06050,Terror,84
u06051,Accion,492
u06052,Terror,406
u06053,Accion,257
u06054,Drama,421
u06055,Accion,118
u06056,Drama,245
u06057,Comedia,174
u06058,Comedia,462
u06059,Romance,500
u06060,Animacion,376
u06061,Animacion,126
u06062,Accion,276
u06063,Accion,351
u06064,Terror,462
u06065,Documental,342
u06066,CienciaFiccion,441
u06067,Romance,73
u06068,Comedia,123
u06069,Documental,386
u06070,Accion,417
u06071,Documental,161
u06072,CienciaFiccion,424
u06073,Romance,135
u06074,Accion,123
u06075,Accion,411
u06076,Drama,202
u06077,Accion,122
u06078,Terror,297
u06079,Animacion,128
u06080,Comedia,489
u06081,Documental,306
u06082,Accion,78
u06083,Romance,338
u06084,Terror,99
u06085,Romance,106
u06086,Drama,382
u06087,Documental,90
u06088,Romance,25
u06089,Animacion,207
u06090,Documental,474
u06091,Documental,366
u06092,Romance,389
u06093,Terror,268
u06094,Accion,189
u06095,CienciaFiccion,356
u06096,CienciaFiccion,489
u06097,Drama,316
u06098,CienciaFiccion,271
u06099,Romance,143
u06100,Animacion,439
u06101,Documental,446
u06102,Romance,253
u06103,Comedia,397
u06104,Terror,291
u06105,CienciaFiccion,251
u06106,Terror,170
u06107,Terror,438
u06108,Documental,11
u06109,Romance,454
u06110,Accion,321
u06111,Documental,46
u06112,CienciaFiccion,429
u06113,CienciaFiccion,28
u06114,Comedia,388
u06115,Comedia,351
u06116,Drama,157
u06117,Accion,376
u06118,Documental,95
u06119,Drama,263
u06120,Animacion,190
u06121,CienciaFiccion,397
u06122,Terror,304
u06123,Animacion,156
u06124,Comedia,220
u06125,Comedia,56
u06126,Terror,206
u06127,Documental,295
u06128,CienciaFiccion,476
u06129,Romance,258
u06130,Terror,285
u06131,CienciaFiccion,451
u06132,Romance,403
u06133,Romance,369
u06134,Animacion,4
u06135,CienciaFiccion,151
u06136,Comedia,133
u06137,Accion,131
u06138,Animacion,82
u06139,Documental,282
u06140,Comedia,492
u06141,Accion,353
u06142,Romance,172
u06143,Romance,66
u06144,CienciaFiccion,98
u06145,Animacion,445
u06146,Comedia,319
u06147,Terror,134
u06148,Animacion,431
u06149,Accion,497
u06150,Comedia,431
u06151,Animacion,123
u06152,Romance,112
u06153,CienciaFiccion,428
u06154,Documental,213
u06155,CienciaFiccion,36
u06156,Animacion,4
u06157,Drama,6
u06158,Documental,189
u06159,CienciaFiccion,367
u06160,Accion,37
u06161,Documental,234
u06162,Romance,133
u06163,Animacion,403
u06164,Drama,380
u06165,Comedia,159
u06166,Comedia,304
u06167,Documental,4
u06168,Romance,418
u06169,Animacion,27
u06170,Terror,115
u06171,Animacion,270
u06172,Terror,253
u06173,Comedia,21
u06174,Documental,489
u06175,Drama,227
u06176,Terror,402
u06177,Romance,230
u06178,Animacion,39
u06179,Documental,382
u06180,Accion,356
u06181,Comedia,253
u06182,Terror,186
u06183,Comedia,421
u06184,Terror,196
u06185,Romance,313
u06186,Romance,150
u06187,Documental,227
u06188,Comedia,45
u06189,Animacion,118
u06190,Terror,195
u06191,Drama,355
u06192,Animacion,390
u06193,Documental,306
u06194,Terror,493
u06195,CienciaFiccion,121
u06196,Terror,289
u06197,Accion,457
u06198,CienciaFiccion,444
u06199,Romance,333
u06200,Comedia,79
u06201,CienciaFiccion,264
u06202,Drama,15
u06203,Terror,215
u06204,Comedia,260
u06205,Accion,143
u06206,Terror,308
u06207,Drama,356
u06208,CienciaFiccion,83
u06209,Animacion,151
u06210,Accion,270
u06211,Animacion,229
u06212,Comedia,306
u06213,Animacion,169
u06214,Comedia,291
u06215,Animacion,261
u06216,Animacion,56
u06217,CienciaFiccion,70
u06218,CienciaFiccion,423
u06219,Animacion,233
u06220,Romance,296
u06221,Terror,56
u06222,Romance,463
u06223,Terror,442
u06224,CienciaFiccion,141
u06225,Comedia,263
u06226,CienciaFiccion,130
u06227,Documental,288
u06228,Animacion,368
u06229,CienciaFiccion,359
u06230,Documental,104
u06231,Comedia,285
u06232,Accion,390
u06233,Comedia,5
u06234,CienciaFiccion,36
u06235,Animacion,316
u06236,Accion,18
u06237,Animacion,299
u06238,Animacion,208
u06239,Romance,461
u06240,CienciaFiccion,455
u06241,Comedia,354
u06242,CienciaFiccion,130
u06243,Animacion,304
u06244,Animacion,57
u06245,Comedia,313
u06246,Documental,439
u06247,Comedia,441
u06248,Accion,20
